1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
8.21E-05,8.29E-05,8.40E-05,8.52E-05,0.000110523,3.96E-06,561, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.23E-05,8.29E-05,8.38E-05,8.52E-05,0.000110911,3.88E-06,1982, Start, PostRecv, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.38E-05,8.49E-05,0.000108924,3.62E-06,2265, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.22E-05,8.29E-05,8.38E-05,8.50E-05,0.000112569,1.44E-05,1728, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
8.22E-05,8.29E-05,8.38E-05,8.49E-05,0.000106011,3.40E-06,1808, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000105386,3.19E-06,2110, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.21E-05,8.29E-05,8.39E-05,8.51E-05,0.000107205,3.70E-06,2176, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
8.22E-05,8.29E-05,8.38E-05,8.52E-05,0.000112238,4.15E-06,791, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.23E-05,8.29E-05,8.38E-05,8.49E-05,0.000107404,3.20E-06,332, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.39E-05,8.52E-05,0.000110298,3.68E-06,605, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,,
8.22E-05,8.29E-05,8.39E-05,8.51E-05,0.000109629,3.98E-06,912, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.20E-05,8.29E-05,8.39E-05,8.50E-05,0.000110581,5.26E-06,1539, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.21E-05,8.29E-05,8.39E-05,8.50E-05,0.000109902,3.95E-06,1618, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.29E-05,8.39E-05,8.50E-05,0.000107131,3.16E-06,1538, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.21E-05,8.29E-05,8.40E-05,8.54E-05,0.000106818,3.36E-06,193, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.24E-05,8.29E-05,8.37E-05,8.47E-05,0.000107246,3.33E-06,1708, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.23E-05,8.29E-05,8.38E-05,8.49E-05,0.000108174,3.53E-06,1756, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), WaitSend, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.29E-05,8.40E-05,8.53E-05,0.000111243,4.17E-06,598, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
8.23E-05,8.29E-05,8.39E-05,8.50E-05,0.000106919,3.29E-06,338, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.23E-05,8.29E-05,8.39E-05,8.52E-05,0.000110613,4.13E-06,814, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.23E-05,8.29E-05,8.39E-05,8.49E-05,0.000109282,3.57E-06,1543, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.39E-05,8.51E-05,0.000108087,1.06E-05,2288, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.29E-05,8.40E-05,8.52E-05,0.000110474,3.71E-06,472, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.22E-05,8.29E-05,8.38E-05,8.52E-05,0.000110303,4.08E-06,997, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.21E-05,8.29E-05,8.40E-05,8.54E-05,0.000112024,4.58E-06,647, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.41E-05,8.54E-05,0.000109202,3.87E-06,199, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.41E-05,8.54E-05,0.000110183,3.75E-06,559, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, yr(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.22E-05,8.29E-05,8.39E-05,8.50E-05,0.000112103,4.59E-06,2174, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.20E-05,8.29E-05,8.41E-05,8.54E-05,0.00010557,3.23E-06,173, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.41E-05,8.55E-05,0.00010986,4.20E-06,194, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.40E-05,8.52E-05,0.000109812,4.02E-06,2031, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.23E-05,8.29E-05,8.38E-05,8.51E-05,0.000110593,4.63E-06,1111, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, yl(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.40E-05,8.52E-05,0.00010578,3.39E-06,181, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.24E-05,8.29E-05,8.37E-05,8.48E-05,0.000112907,4.15E-06,1785, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, yl(355893104), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.23E-05,8.29E-05,8.37E-05,8.48E-05,0.000111333,4.10E-06,1709, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, yl(355893104), y(355893104), StreamSync(355893104), End,,
8.25E-05,8.29E-05,8.37E-05,8.47E-05,9.09E-05,2.50E-06,1608, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(355893104), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.23E-05,8.29E-05,8.38E-05,8.50E-05,0.000108935,4.82E-06,1659, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(366722768), WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.29E-05,8.39E-05,8.52E-05,0.000103988,3.31E-06,473, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.23E-05,8.29E-05,8.39E-05,8.52E-05,9.45E-05,2.52E-06,1010, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.22E-05,8.29E-05,8.38E-05,8.50E-05,0.000110594,4.37E-06,420, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.20E-05,8.29E-05,8.38E-05,8.48E-05,0.000109937,3.63E-06,1769, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), yl(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.19E-05,8.29E-05,8.41E-05,8.53E-05,0.000110581,4.63E-06,2062, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
8.23E-05,8.29E-05,8.39E-05,8.51E-05,9.76E-05,2.58E-06,1110, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), WaitSend, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.22E-05,8.29E-05,8.39E-05,8.51E-05,0.000110139,4.31E-06,1210, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.24E-05,8.29E-05,8.38E-05,8.51E-05,0.000107718,3.56E-06,1665, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, yl(366722768), WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.23E-05,8.29E-05,8.38E-05,8.50E-05,0.000111991,4.48E-06,2170, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.23E-05,8.29E-05,8.40E-05,8.54E-05,0.000108974,4.23E-06,198, Start, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.38E-05,8.49E-05,0.000109972,4.10E-06,1800, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), yl(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.39E-05,8.52E-05,0.00010773,3.44E-06,1179, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), yl(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.20E-05,8.29E-05,8.41E-05,8.54E-05,0.000109118,4.01E-06,681, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.29E-05,8.41E-05,8.54E-05,0.000102184,3.04E-06,1015, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.24E-05,8.29E-05,8.40E-05,8.53E-05,0.000107625,3.26E-06,293, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.29E-05,8.38E-05,8.51E-05,0.000107769,3.85E-06,418, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.21E-05,8.29E-05,8.40E-05,8.52E-05,0.000107457,3.43E-06,477, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.23E-05,8.29E-05,8.41E-05,8.54E-05,0.000110741,3.70E-06,722, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.20E-05,8.29E-05,8.40E-05,8.53E-05,0.000108851,3.54E-06,1016, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.23E-05,8.30E-05,8.40E-05,8.51E-05,0.000109655,3.16E-06,392, Start, yl(355893104), PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.23E-05,8.30E-05,8.39E-05,8.52E-05,0.00010671,3.30E-06,187, Start, yl(355893104), Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.20E-05,8.30E-05,8.40E-05,8.52E-05,0.000110277,4.06E-06,642, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
8.21E-05,8.30E-05,8.41E-05,8.53E-05,0.000109226,3.28E-06,718, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.23E-05,8.30E-05,8.38E-05,8.51E-05,0.000105131,3.84E-06,2021, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.22E-05,8.30E-05,8.39E-05,8.52E-05,0.000108975,4.90E-06,2256, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(355893104), yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.22E-05,8.30E-05,8.39E-05,8.52E-05,0.000107943,4.56E-06,991, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitRecv, WaitSend, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.30E-05,8.39E-05,8.50E-05,0.000108247,3.59E-06,1729, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
8.22E-05,8.30E-05,8.39E-05,8.50E-05,9.31E-05,2.56E-06,247, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.21E-05,8.30E-05,8.41E-05,8.53E-05,0.000111501,4.45E-06,679, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(366722768), PostSend, WaitRecv, yr(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.22E-05,8.30E-05,8.39E-05,8.53E-05,0.000109482,3.98E-06,935, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.22E-05,8.30E-05,8.39E-05,8.50E-05,0.000106824,3.12E-06,1575, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, yr(355893104), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
8.22E-05,8.30E-05,8.38E-05,8.49E-05,0.000108035,3.23E-06,1581, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), WaitSend, End,,
8.23E-05,8.30E-05,8.37E-05,8.50E-05,0.000109826,3.67E-06,2116, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), WaitSend, WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), End,,
8.23E-05,8.30E-05,8.39E-05,8.51E-05,0.000110345,3.94E-06,712, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, yr(355893104), y(355893104), StreamSync(355893104), WaitSend, End,,
8.21E-05,8.30E-05,8.40E-05,8.52E-05,0.000110685,4.46E-06,945, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, yr(366722768), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
8.24E-05,8.30E-05,8.39E-05,8.51E-05,0.000108955,4.05E-06,1937, Start, PostRecv, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), y(355893104), WaitSend, StreamSync(355893104), End,,
8.23E-05,8.30E-05,8.39E-05,8.51E-05,0.000109044,3.57E-06,1939, Start, PostRecv, yl(355893104), Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, y(355893104), StreamSync(355893104), End,,
8.22E-05,8.30E-05,8.38E-05,8.51E-05,0.000107892,4.15E-06,2083, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,,
8.22E-05,8.30E-05,8.38E-05,8.51E-05,0.0001133,4.16E-06,2279, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(366722768), WaitRecv, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.21E-05,8.30E-05,8.40E-05,8.52E-05,0.00010617,3.93E-06,941, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitRecv, yr(366722768), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
8.23E-05,8.30E-05,8.39E-05,8.52E-05,0.000109408,3.65E-06,1159, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), WaitSend, yr(355893104), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
8.23E-05,8.30E-05,8.40E-05,8.54E-05,0.000108708,3.64E-06,1963, Start, PostRecv, yl(355893104), Scatter(366722768), StreamWait(366722768/355893104), StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), y(366722768), StreamSync(366722768), End,
