1pctl,10pctl,50pctl,90pct,99pct,stddev,op,op,op,op,op,op,op,op,op,op,op,op,op,op,op
7.25659e-05,7.28022e-05,7.29283e-05,7.30835e-05,7.33718e-05,1.41274e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostRecv,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.26994e-05,7.27888e-05,7.29418e-05,7.3205e-05,7.33178e-05,1.46983e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostRecv,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26334e-05,7.2779e-05,7.29531e-05,7.31593e-05,7.33057e-05,1.42842e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostRecv,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.43202e-05,7.44326e-05,7.45781e-05,7.47983e-05,7.50518e-05,1.45901e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostRecv,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.43935e-05,7.44448e-05,7.458e-05,7.47584e-05,7.48146e-05,1.07531e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostRecv,PostSend,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.37732e-05,7.39179e-05,7.41763e-05,7.4502e-05,7.45659e-05,2.0513e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.27264e-05,7.27969e-05,7.29857e-05,7.31712e-05,7.32945e-05,1.42095e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.26887e-05,7.27458e-05,7.29116e-05,7.31519e-05,7.32533e-05,1.40062e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.25662e-05,7.26768e-05,7.28997e-05,7.30745e-05,7.31849e-05,1.40774e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.42682e-05,7.44352e-05,7.45962e-05,7.46936e-05,7.47852e-05,9.92174e-08,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.4422e-05,7.45136e-05,7.46308e-05,7.47712e-05,7.48687e-05,9.89538e-08,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.34357e-05,7.3684e-05,7.39275e-05,7.41192e-05,7.42786e-05,1.82954e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.27841e-05,7.28495e-05,7.297e-05,7.31654e-05,7.35032e-05,1.33899e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.25923e-05,7.26687e-05,7.28351e-05,7.30153e-05,7.32635e-05,1.33187e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26177e-05,7.27e-05,7.28337e-05,7.30512e-05,7.32046e-05,1.39977e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44103e-05,7.45085e-05,7.46584e-05,7.48415e-05,7.49611e-05,1.29965e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45455e-05,7.45793e-05,7.47227e-05,7.49023e-05,7.50459e-05,1.14158e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.34278e-05,7.38509e-05,7.42655e-05,7.45217e-05,7.46214e-05,2.58285e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.26005e-05,7.27282e-05,7.28958e-05,7.31648e-05,7.32335e-05,1.55548e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.25702e-05,7.27544e-05,7.29269e-05,7.31396e-05,7.32723e-05,1.51535e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26271e-05,7.28131e-05,7.30167e-05,7.31831e-05,7.33475e-05,1.38982e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44015e-05,7.44621e-05,7.45909e-05,7.4733e-05,7.49294e-05,1.04431e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44302e-05,7.44925e-05,7.46341e-05,7.47551e-05,7.50369e-05,1.10063e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.36208e-05,7.4106e-05,7.42752e-05,7.4491e-05,7.45791e-05,1.78737e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.28979e-05,7.30155e-05,7.31379e-05,7.32935e-05,7.3554e-05,1.19329e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.283e-05,7.30221e-05,7.32114e-05,7.33793e-05,7.35353e-05,1.49794e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.29124e-05,7.30025e-05,7.3214e-05,7.33776e-05,7.35339e-05,1.42408e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.38541e-05,7.38855e-05,7.40933e-05,7.43259e-05,7.45121e-05,1.55056e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.17506e-05,7.19118e-05,7.21017e-05,7.22918e-05,7.24201e-05,1.48215e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.0604e-05,7.07217e-05,7.0796e-05,7.08989e-05,7.11817e-05,1.009e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.06855e-05,7.08706e-05,7.11545e-05,7.12779e-05,7.13532e-05,1.56614e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.06058e-05,7.06665e-05,7.07835e-05,7.10502e-05,7.11931e-05,1.43301e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.08468e-05,7.10492e-05,7.11457e-05,7.13164e-05,7.13834e-05,1.03706e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,yr,WaitSend,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45411e-05,7.46226e-05,7.47223e-05,7.48423e-05,7.50245e-05,9.73582e-08,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,WaitSend,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.2251e-05,7.23513e-05,7.24688e-05,7.26276e-05,7.28771e-05,1.17879e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitRecv,WaitSend,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.46513e-05,7.47578e-05,7.48908e-05,7.50313e-05,7.51775e-05,1.08403e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45419e-05,7.46687e-05,7.48109e-05,7.50136e-05,7.52245e-05,1.41252e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.23475e-05,7.23846e-05,7.25481e-05,7.26953e-05,7.28206e-05,1.17125e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,PostSend,WaitSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45282e-05,7.45698e-05,7.47073e-05,7.48562e-05,7.49954e-05,1.0356e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.2677e-05,7.27337e-05,7.29382e-05,7.31277e-05,7.32132e-05,1.34209e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.26947e-05,7.28106e-05,7.29664e-05,7.31624e-05,7.33989e-05,1.38745e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.2668e-05,7.27646e-05,7.30618e-05,7.41189e-05,7.57282e-05,6.5866e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.4399e-05,7.44689e-05,7.46044e-05,7.47522e-05,7.48606e-05,1.11834e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44152e-05,7.45111e-05,7.4673e-05,7.48868e-05,7.51576e-05,1.42248e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.40159e-05,7.46785e-05,7.4797e-05,7.49508e-05,7.50061e-05,1.51835e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.2795e-05,7.29579e-05,7.31171e-05,7.32972e-05,7.34263e-05,1.39354e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.24843e-05,7.27746e-05,7.29818e-05,7.32296e-05,7.34188e-05,1.85319e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26622e-05,7.27244e-05,7.29652e-05,7.33115e-05,7.34074e-05,1.92582e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44151e-05,7.44978e-05,7.46345e-05,7.48331e-05,7.49163e-05,1.2003e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45221e-05,7.461e-05,7.47408e-05,7.49103e-05,7.49524e-05,1.05625e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.3854e-05,7.41662e-05,7.43808e-05,7.45725e-05,7.4653e-05,1.61175e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.29652e-05,7.30279e-05,7.31852e-05,7.34105e-05,7.37819e-05,1.59315e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.29473e-05,7.31334e-05,7.32685e-05,7.34776e-05,7.35088e-05,1.23315e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.30197e-05,7.31277e-05,7.3287e-05,7.35015e-05,7.35629e-05,1.32998e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.39757e-05,7.40253e-05,7.41632e-05,7.43245e-05,7.4456e-05,1.1012e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.15856e-05,7.18427e-05,7.20338e-05,7.22464e-05,7.23615e-05,1.57561e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.0522e-05,7.07162e-05,7.09328e-05,7.11841e-05,7.13083e-05,1.76485e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.06874e-05,7.08102e-05,7.09762e-05,7.11147e-05,7.12825e-05,1.2593e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.06792e-05,7.08045e-05,7.09376e-05,7.11245e-05,7.14452e-05,1.41407e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.09419e-05,7.10521e-05,7.11958e-05,7.13591e-05,7.1503e-05,1.18919e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,yr,WaitSend,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.45971e-05,7.46779e-05,7.47833e-05,7.49198e-05,7.50466e-05,9.54454e-08,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,WaitSend,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.2239e-05,7.24538e-05,7.25442e-05,7.2705e-05,7.27543e-05,1.00539e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitRecv,WaitSend,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.47258e-05,7.48104e-05,7.48838e-05,7.50831e-05,7.51738e-05,1.00505e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.465e-05,7.47317e-05,7.48686e-05,7.49864e-05,7.51714e-05,1.0351e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.24638e-05,7.25095e-05,7.26435e-05,7.2763e-05,7.38982e-05,1.98873e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostSend,PostRecv,WaitSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.34756e-05,7.37281e-05,7.40363e-05,7.42271e-05,7.44957e-05,2.19291e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.2736e-05,7.28191e-05,7.2979e-05,7.3146e-05,7.32395e-05,1.19262e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.25594e-05,7.27308e-05,7.29081e-05,7.31666e-05,7.40568e-05,2.67239e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26536e-05,7.27751e-05,7.28792e-05,7.3057e-05,7.33304e-05,1.23649e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.43311e-05,7.44751e-05,7.45948e-05,7.47138e-05,7.49392e-05,1.0831e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.44479e-05,7.45244e-05,7.4675e-05,7.47894e-05,7.49321e-05,1.00188e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,StreamWait-after-yl-b4-y,CudaEventSync-after-b4-PostSend,PostSend,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.38881e-05,7.40522e-05,7.44334e-05,7.46099e-05,7.46988e-05,2.10981e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.27541e-05,7.28412e-05,7.30078e-05,7.32399e-05,7.3328e-05,1.39392e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.27925e-05,7.28442e-05,7.2998e-05,7.32574e-05,7.33465e-05,1.42376e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.26941e-05,7.28968e-05,7.31265e-05,7.32742e-05,7.34208e-05,1.52566e-07,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.4528e-05,7.45711e-05,7.47105e-05,7.48485e-05,7.49016e-05,9.69003e-08,start,Scatter,yl,CudaEventRecord-after-Scatter-b4-PostSend,PostRecv,CudaEventSync-after-b4-PostSend,StreamWait-after-yl-b4-y,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
